F_ST h2 p N d power
0.1 0.5 0.001 1000 0.124252425973792 0.0590231243800876
0.1 0.5 0.001 1032.82812594103 0.121813925533809 0.0592926114637494
0.1 0.5 0.001 1066.73393773486 0.12470933837854 0.0593533659339366
0.1 0.5 0.001 1101.75281378839 0.127635003837062 0.0595394916373587
0.1 0.5 0.001 1137.92129391532 0.125538504680227 0.0596109221630798
0.1 0.5 0.001 1175.27711746295 0.1257347013671 0.0603529191001966
0.1 0.5 0.001 1213.85926269063 0.125507322196775 0.059910994100017
0.1 0.5 0.001 1253.70798744092 0.125802353171376 0.0605114060968178
0.1 0.5 0.001 1294.8648711459 0.128025240533365 0.0618235634141672
0.1 0.5 0.001 1337.3728582125 0.123825604980366 0.061469644105055
0.1 0.5 0.001 1381.27630283201 0.126711281632987 0.0615269445901101
0.1 0.5 0.001 1426.62101526074 0.124764784938502 0.0612101954468274
0.1 0.5 0.001 1473.45430961984 0.126699549475379 0.0618117895563112
0.1 0.5 0.001 1521.82505326439 0.123927064276695 0.0622384109683939
0.1 0.5 0.001 1571.78371777316 0.123518233681661 0.0626349258398046
0.1 0.5 0.001 1623.38243161228 0.1252220577217 0.0624963907459893
0.1 0.5 0.001 1676.6750345277 0.125711225777327 0.06292563327685
0.1 0.5 0.001 1731.71713372335 0.123775780711004 0.0634005519369108
0.1 0.5 0.001 1788.56616188346 0.122705076301274 0.0637893608730456
0.1 0.5 0.001 1847.28143709963 0.128220315585169 0.0651184547399778
0.1 0.5 0.001 1907.92422476527 0.117916683356216 0.063546803008205
0.1 0.5 0.001 1970.5578015018 0.121072663493555 0.0637001809197954
0.1 0.5 0.001 2035.24752118358 0.125180531092654 0.0660974229598307
0.1 0.5 0.001 2102.06088313016 0.121829445634947 0.0652992104986555
0.1 0.5 0.001 2171.06760253726 0.123395406002352 0.0664382669989755
0.1 0.5 0.001 2242.33968321985 0.124706846037421 0.0664984442470371
0.1 0.5 0.001 2315.95149274315 0.125088609891534 0.0679567687178707
0.1 0.5 0.001 2391.97984002024 0.125543648075416 0.0686695020132778
0.1 0.5 0.001 2470.50405545683 0.124713599137376 0.0674428522061949
0.1 0.5 0.001 2551.60607372718 0.119983911344242 0.0690774594370675
0.1 0.5 0.001 2635.37051926739 0.127798023910471 0.0697638715793237
0.1 0.5 0.001 2721.88479457518 0.125106659269674 0.0702115764327218
0.1 0.5 0.001 2811.23917140846 0.126836188525864 0.0711153454877672
0.1 0.5 0.001 2903.52688497781 0.123668402720173 0.0709362684140395
0.1 0.5 0.001 2998.84423123103 0.127407745302125 0.0734337977917289
0.1 0.5 0.001 3097.29066733141 0.125832396459516 0.0748013569004288
0.1 0.5 0.001 3198.96891543454 0.121188206839977 0.0723221197107212
0.1 0.5 0.001 3303.98506987186 0.122019770760308 0.0737566305767469
0.1 0.5 0.001 3412.44870785289 0.126223310011934 0.0764942992679334
0.1 0.5 0.001 3524.47300380159 0.128296372403594 0.0776986017039623
0.1 0.5 0.001 3640.17484744614 0.120561242913989 0.0775084984461576
0.1 0.5 0.001 3759.67496578547 0.122846191842947 0.07829633505931
0.1 0.5 0.001 3883.0980490596 0.123324836431775 0.0804442132274819
0.1 0.5 0.001 4010.5728808555 0.122236235706866 0.0790741672105015
0.1 0.5 0.001 4142.2324724839 0.12431240085505 0.0809502042398311
0.1 0.5 0.001 4278.21420176762 0.122882797333841 0.0832502858375738
0.1 0.5 0.001 4418.65995638594 0.122617046257544 0.0832367654276509
0.1 0.5 0.001 4563.71628192476 0.127837735780508 0.0875947135037825
0.1 0.5 0.001 4713.53453478691 0.122683540715259 0.0873923795146404
0.1 0.5 0.001 4868.27104012228 0.127950527588586 0.0904008785239035
0.1 0.5 0.001 5028.08725494248 0.123774999035055 0.0875104455555476
0.1 0.5 0.001 5193.14993659021 0.127760811929659 0.0915721086352639
0.1 0.5 0.001 5363.63131673925 0.120774407466763 0.092007997366633
0.1 0.5 0.001 5539.7092811064 0.124916063747537 0.0962204355440665
0.1 0.5 0.001 5721.56755506325 0.127653836550492 0.0997126309454966
0.1 0.5 0.001 5909.39589534097 0.127994205793343 0.102526652082371
0.1 0.5 0.001 6103.39028802862 0.121536246854758 0.0989069353886421
0.1 0.5 0.001 6303.75315307128 0.118881199369438 0.097484916428253
0.1 0.5 0.001 6510.69355548146 0.127806229651502 0.105932261454809
0.1 0.5 0.001 6724.42742348425 0.120458870897056 0.103299860972526
0.1 0.5 0.001 6945.1777738237 0.123236469387079 0.10669744637224
0.1 0.5 0.001 7173.17494446561 0.120578951497496 0.107894844033338
0.1 0.5 0.001 7408.65683493957 0.127556401793406 0.120160925491896
0.1 0.5 0.001 7651.86915457083 0.12374226437509 0.115041907779708
0.1 0.5 0.001 7903.06567886135 0.123655435311459 0.115366473796148
