F_ST h2 p N d power
0.08 0.5 0.001 1000 0.502816098061584 0.256244982408636
0.08 0.5 0.001 1032.82812594103 0.505801004415957 0.264456907713818
0.08 0.5 0.001 1066.73393773486 0.495374155921472 0.259764761086623
0.08 0.5 0.001 1101.75281378839 0.480501437287796 0.256708088313322
0.08 0.5 0.001 1137.92129391532 0.497019152627712 0.267424995958341
0.08 0.5 0.001 1175.27711746295 0.508512128659461 0.27980138867817
0.08 0.5 0.001 1213.85926269063 0.483197159673246 0.269283173352209
0.08 0.5 0.001 1253.70798744092 0.503755561367528 0.276902722600792
0.08 0.5 0.001 1294.8648711459 0.494229996219306 0.287808903895923
0.08 0.5 0.001 1337.3728582125 0.491858064297331 0.287841582105845
0.08 0.5 0.001 1381.27630283201 0.51548063940975 0.318036963837051
0.08 0.5 0.001 1426.62101526074 0.503539237253027 0.314604428121712
0.08 0.5 0.001 1473.45430961984 0.516851168172169 0.3325091851625
0.08 0.5 0.001 1521.82505326439 0.482838535727672 0.297043937759197
0.08 0.5 0.001 1571.78371777316 0.486042383849252 0.312612350316891
0.08 0.5 0.001 1623.38243161228 0.469787309180344 0.312129721563723
0.08 0.5 0.001 1676.6750345277 0.50011333761036 0.340951787836403
0.08 0.5 0.001 1731.71713372335 0.466818602078042 0.326015167598226
0.08 0.5 0.001 1788.56616188346 0.527322909074992 0.372500300984051
0.08 0.5 0.001 1847.28143709963 0.510977902420638 0.366841970102262
0.08 0.5 0.001 1907.92422476527 0.530720309943727 0.420411444235324
0.08 0.5 0.001 1970.5578015018 0.480764232559213 0.373407550692799
0.08 0.5 0.001 2035.24752118358 0.511468474007218 0.405961748184662
0.08 0.5 0.001 2102.06088313016 0.494410046131645 0.402968761960881
0.08 0.5 0.001 2171.06760253726 0.477935039800556 0.396611021617799
0.08 0.5 0.001 2242.33968321985 0.468096090801706 0.395190733732015
0.08 0.5 0.001 2315.95149274315 0.502029472085199 0.433030839079288
0.08 0.5 0.001 2391.97984002024 0.517416479921883 0.459519832931164
0.08 0.5 0.001 2470.50405545683 0.494639419188341 0.451877220678918
0.08 0.5 0.001 2551.60607372718 0.496733765043026 0.483635449887764
0.08 0.5 0.001 2635.37051926739 0.50224823400274 0.454288063166692
0.08 0.5 0.001 2721.88479457518 0.47665569760228 0.469565118172442
0.08 0.5 0.001 2811.23917140846 0.501151147830064 0.51218220694752
0.08 0.5 0.001 2903.52688497781 0.480821354586304 0.495624777462186
0.08 0.5 0.001 2998.84423123103 0.484884962308982 0.539359772085219
0.08 0.5 0.001 3097.29066733141 0.488167361761362 0.534393405978143
0.08 0.5 0.001 3198.96891543454 0.519631362275095 0.580220002633423
0.08 0.5 0.001 3303.98506987186 0.498696825080865 0.584128567388251
0.08 0.5 0.001 3412.44870785289 0.460860290476453 0.556084347995328
0.08 0.5 0.001 3524.47300380159 0.50421970186687 0.610359999168822
