F_ST h2 p N d power
0.02 0.5 0.001 1000 0.495038662685445 0.823429239893164
0.02 0.5 0.001 1032.82812594103 0.514082001397168 0.869043006886718
0.02 0.5 0.001 1066.73393773486 0.490168051928088 0.817339725664695
0.02 0.5 0.001 1101.75281378839 0.502195304438429 0.861168397377262
0.02 0.5 0.001 1137.92129391532 0.494242264818381 0.865451950732575
0.02 0.5 0.001 1175.27711746295 0.491057110566735 0.873799708468413
0.02 0.5 0.001 1213.85926269063 0.4947910069013 0.863314945682373
0.02 0.5 0.001 1253.70798744092 0.499167502564389 0.87537862672192
0.02 0.5 0.001 1294.8648711459 0.502937055574423 0.891248264686161
0.02 0.5 0.001 1337.3728582125 0.49640769917848 0.877798890511792
0.02 0.5 0.001 1381.27630283201 0.497851104250492 0.903879207771759
0.02 0.5 0.001 1426.62101526074 0.489598278121256 0.9026628150165
0.02 0.5 0.001 1473.45430961984 0.482149000064686 0.901317814888638
0.02 0.5 0.001 1521.82505326439 0.49885134569454 0.92265085654998
0.02 0.5 0.001 1571.78371777316 0.497742494808862 0.922918445518823
0.02 0.5 0.001 1623.38243161228 0.511363673901405 0.945564372854071
0.02 0.5 0.001 1676.6750345277 0.482634071167974 0.922316655639777
0.02 0.5 0.001 1731.71713372335 0.496279272531995 0.950090446601077
0.02 0.5 0.001 1788.56616188346 0.506595214673788 0.957322476877509
0.02 0.5 0.001 1847.28143709963 0.48909416844458 0.948712192476206
0.02 0.5 0.001 1907.92422476527 0.483503185759593 0.950158934171165
0.02 0.5 0.001 1970.5578015018 0.494131169555518 0.961008806385088
0.02 0.5 0.001 2035.24752118358 0.493046257475572 0.963027051358252
0.02 0.5 0.001 2102.06088313016 0.507472943002188 0.969874062807599
0.02 0.5 0.001 2171.06760253726 0.509994900342363 0.980832316554554
0.02 0.5 0.001 2242.33968321985 0.48231395598432 0.973841796192471
0.02 0.5 0.001 2315.95149274315 0.503718409215108 0.982254666092076
0.02 0.5 0.001 2391.97984002024 0.507772374793198 0.983333165954273
0.02 0.5 0.001 2470.50405545683 0.505472975252459 0.98735780887724
0.02 0.5 0.001 2551.60607372718 0.49500611158257 0.988077573992049
0.02 0.5 0.001 2635.37051926739 0.493588478865574 0.99080703571903
0.02 0.5 0.001 2721.88479457518 0.488382944890585 0.99164417483599
