F_ST h2 p N d power
0.04 0.5 0.001 1000 0.123508210504516 0.0777021644066427
0.04 0.5 0.001 1032.82812594103 0.122909424934196 0.078601248872632
0.04 0.5 0.001 1066.73393773486 0.119168747813698 0.0765604507039978
0.04 0.5 0.001 1101.75281378839 0.125188471177271 0.0795218393384569
0.04 0.5 0.001 1137.92129391532 0.125024501524009 0.0813848447348017
0.04 0.5 0.001 1175.27711746295 0.120165380549874 0.0789484648426259
0.04 0.5 0.001 1213.85926269063 0.128358878427074 0.0840993784446897
0.04 0.5 0.001 1253.70798744092 0.12553125351654 0.0828564353079451
0.04 0.5 0.001 1294.8648711459 0.127321875702621 0.0854953351758662
0.04 0.5 0.001 1337.3728582125 0.118420156755173 0.0813197309094199
0.04 0.5 0.001 1381.27630283201 0.123833215846036 0.0837912267617279
0.04 0.5 0.001 1426.62101526074 0.123125448263152 0.0857373981886241
0.04 0.5 0.001 1473.45430961984 0.122278876942116 0.0858814676683821
0.04 0.5 0.001 1521.82505326439 0.121437495835591 0.0868037222606492
0.04 0.5 0.001 1571.78371777316 0.126408911620074 0.0907895134583635
0.04 0.5 0.001 1623.38243161228 0.120586722759119 0.088878898114657
0.04 0.5 0.001 1676.6750345277 0.127741095531376 0.0940088775121658
0.04 0.5 0.001 1731.71713372335 0.123364798346582 0.0900208438833069
0.04 0.5 0.001 1788.56616188346 0.12367325540807 0.094039445146269
0.04 0.5 0.001 1847.28143709963 0.125119619257494 0.0952142937541311
0.04 0.5 0.001 1907.92422476527 0.119852430182714 0.0921831019365575
0.04 0.5 0.001 1970.5578015018 0.120603440919873 0.0950701864310213
0.04 0.5 0.001 2035.24752118358 0.124457716537937 0.0996796491023002
0.04 0.5 0.001 2102.06088313016 0.128676723712269 0.102404753111582
0.04 0.5 0.001 2171.06760253726 0.126328099410547 0.105141149935575
0.04 0.5 0.001 2242.33968321985 0.12476413152431 0.1034134605383
0.04 0.5 0.001 2315.95149274315 0.125298446947963 0.106177154442455
0.04 0.5 0.001 2391.97984002024 0.124427365571503 0.107586634950814
0.04 0.5 0.001 2470.50405545683 0.126219547710684 0.11209734722723
0.04 0.5 0.001 2551.60607372718 0.120592036398328 0.106621941001387
0.04 0.5 0.001 2635.37051926739 0.121359551117093 0.109436810364479
0.04 0.5 0.001 2721.88479457518 0.122371607852386 0.113117921542348
0.04 0.5 0.001 2811.23917140846 0.124839200577445 0.117988019692103
0.04 0.5 0.001 2903.52688497781 0.126821922691818 0.121935008673788
0.04 0.5 0.001 2998.84423123103 0.12099893366702 0.120705032405591
0.04 0.5 0.001 3097.29066733141 0.125644977488331 0.122542663160807
0.04 0.5 0.001 3198.96891543454 0.122345707916647 0.124578286139885
0.04 0.5 0.001 3303.98506987186 0.123381110522886 0.12826107291192
0.04 0.5 0.001 3412.44870785289 0.12991554880986 0.137769998685458
0.04 0.5 0.001 3524.47300380159 0.126022772212552 0.138586705329041
0.04 0.5 0.001 3640.17484744614 0.126227906336642 0.142551864758824
0.04 0.5 0.001 3759.67496578547 0.124245612541612 0.14643285088315
