F_ST h2 p N d power
0.06 0.5 0.001 1000 0.127299085800196 0.0676126872078791
0.06 0.5 0.001 1032.82812594103 0.119261877940959 0.0666404821868914
0.06 0.5 0.001 1066.73393773486 0.122019312760128 0.0671203954832625
0.06 0.5 0.001 1101.75281378839 0.123384131514608 0.0682285468600703
0.06 0.5 0.001 1137.92129391532 0.124835929457225 0.0691593653954715
0.06 0.5 0.001 1175.27711746295 0.122996954409709 0.0684822803932065
0.06 0.5 0.001 1213.85926269063 0.126000277847339 0.0705359750803322
0.06 0.5 0.001 1253.70798744092 0.124484158369343 0.0703415283054279
0.06 0.5 0.001 1294.8648711459 0.125046886244217 0.0707176136761214
0.06 0.5 0.001 1337.3728582125 0.122883358820677 0.070317498380531
0.06 0.5 0.001 1381.27630283201 0.11764741504103 0.0698654052624887
0.06 0.5 0.001 1426.62101526074 0.125380929843519 0.0730984299236215
0.06 0.5 0.001 1473.45430961984 0.125735989840975 0.0721491255962146
0.06 0.5 0.001 1521.82505326439 0.119562693337912 0.0717967755836909
0.06 0.5 0.001 1571.78371777316 0.126729374058534 0.074755618219748
0.06 0.5 0.001 1623.38243161228 0.122983586172543 0.0736894283044405
0.06 0.5 0.001 1676.6750345277 0.125796285830605 0.0769923244124127
0.06 0.5 0.001 1731.71713372335 0.123405117914759 0.0759573154346899
0.06 0.5 0.001 1788.56616188346 0.120783289345184 0.0757774995960326
0.06 0.5 0.001 1847.28143709963 0.125317010247302 0.0775694864546669
0.06 0.5 0.001 1907.92422476527 0.122460662226583 0.0785948516248813
0.06 0.5 0.001 1970.5578015018 0.123923673051582 0.0799199578347697
0.06 0.5 0.001 2035.24752118358 0.12665713986739 0.079904121988729
0.06 0.5 0.001 2102.06088313016 0.121457823924698 0.0801064548569307
0.06 0.5 0.001 2171.06760253726 0.124488357700871 0.08264997286122
0.06 0.5 0.001 2242.33968321985 0.125755125816698 0.0832985186375882
0.06 0.5 0.001 2315.95149274315 0.124045869724554 0.0835546718503826
0.06 0.5 0.001 2391.97984002024 0.119884875567843 0.0815236929829959
0.06 0.5 0.001 2470.50405545683 0.121589002634654 0.0839519756308411
0.06 0.5 0.001 2551.60607372718 0.123394368807585 0.0862676178729321
0.06 0.5 0.001 2635.37051926739 0.122014460544669 0.085433708997485
0.06 0.5 0.001 2721.88479457518 0.118680867530205 0.087729151304306
0.06 0.5 0.001 2811.23917140846 0.120072740002802 0.0868772157781049
0.06 0.5 0.001 2903.52688497781 0.130195388090992 0.0940495070198077
0.06 0.5 0.001 2998.84423123103 0.125509116494965 0.0962292167316305
0.06 0.5 0.001 3097.29066733141 0.126666117958772 0.0951151013855528
0.06 0.5 0.001 3198.96891543454 0.121898231761094 0.0959835875092769
0.06 0.5 0.001 3303.98506987186 0.124706909796983 0.0982173090415599
0.06 0.5 0.001 3412.44870785289 0.122544832113982 0.0979750961167341
0.06 0.5 0.001 3524.47300380159 0.125016498778731 0.101448142352451
0.06 0.5 0.001 3640.17484744614 0.121551662717875 0.100364355544602
0.06 0.5 0.001 3759.67496578547 0.121830518482528 0.104036093372017
0.06 0.5 0.001 3883.0980490596 0.124812398058948 0.107874266509505
0.06 0.5 0.001 4010.5728808555 0.123984500967055 0.111603648363705
0.06 0.5 0.001 4142.2324724839 0.123175154245561 0.110281500032332
0.06 0.5 0.001 4278.21420176762 0.124100059694892 0.114545185243357
0.06 0.5 0.001 4418.65995638594 0.12834165210471 0.117512474013616
0.06 0.5 0.001 4563.71628192476 0.126778039266515 0.121804839206522
0.06 0.5 0.001 4713.53453478691 0.123083902389466 0.12127588869719
0.06 0.5 0.001 4868.27104012228 0.122800795158592 0.121712557764695
0.06 0.5 0.001 5028.08725494248 0.12198603088991 0.121940456212757
0.06 0.5 0.001 5193.14993659021 0.122521168305586 0.127927303503683
0.06 0.5 0.001 5363.63131673925 0.126983147356641 0.138841739379228
0.06 0.5 0.001 5539.7092811064 0.124595669342518 0.132622629002131
0.06 0.5 0.001 5721.56755506325 0.122466341468893 0.133827864095461
0.06 0.5 0.001 5909.39589534097 0.122572632739677 0.144318096432767
0.06 0.5 0.001 6103.39028802862 0.126900170946334 0.151375787262153
0.06 0.5 0.001 6303.75315307128 0.129987566708471 0.160190291274393
0.06 0.5 0.001 6510.69355548146 0.12292425372438 0.151408439203746
0.06 0.5 0.001 6724.42742348425 0.123698583600223 0.157927416315884
