F_ST h2 p N d power
0.08 0.5 0.001 1000 0.246024946787171 0.0983912750845442
0.08 0.5 0.001 1032.82812594103 0.24514551277479 0.0999000434195997
0.08 0.5 0.001 1066.73393773486 0.254310647401694 0.102099436185208
0.08 0.5 0.001 1101.75281378839 0.246212292405243 0.10073002929663
0.08 0.5 0.001 1137.92129391532 0.2416767486861 0.103790503678349
0.08 0.5 0.001 1175.27711746295 0.241650308089193 0.101287059899837
0.08 0.5 0.001 1213.85926269063 0.246319386409755 0.103373220023452
0.08 0.5 0.001 1253.70798744092 0.246668493448963 0.104854807139641
0.08 0.5 0.001 1294.8648711459 0.246876425253961 0.104021133302822
0.08 0.5 0.001 1337.3728582125 0.243195978635571 0.107235777021006
0.08 0.5 0.001 1381.27630283201 0.253887407933891 0.113114878036373
0.08 0.5 0.001 1426.62101526074 0.242093695966096 0.11194056345186
0.08 0.5 0.001 1473.45430961984 0.254473897315225 0.115879147799383
0.08 0.5 0.001 1521.82505326439 0.250052297228761 0.117276991260838
0.08 0.5 0.001 1571.78371777316 0.246196253777147 0.115496868157237
0.08 0.5 0.001 1623.38243161228 0.253698082857135 0.121477567683903
0.08 0.5 0.001 1676.6750345277 0.244146798143968 0.117603494011659
0.08 0.5 0.001 1731.71713372335 0.25954960017114 0.129415266441563
0.08 0.5 0.001 1788.56616188346 0.247892085460957 0.124768090353296
0.08 0.5 0.001 1847.28143709963 0.249440045769887 0.129389661697621
0.08 0.5 0.001 1907.92422476527 0.24574982544882 0.129945533324264
0.08 0.5 0.001 1970.5578015018 0.251702817348275 0.135632145035755
0.08 0.5 0.001 2035.24752118358 0.244029333792215 0.134290049925217
0.08 0.5 0.001 2102.06088313016 0.255810558908996 0.143123276011908
0.08 0.5 0.001 2171.06760253726 0.245435641450079 0.137828562368313
0.08 0.5 0.001 2242.33968321985 0.242318267124413 0.138076782043598
0.08 0.5 0.001 2315.95149274315 0.254016703959836 0.147650129849515
0.08 0.5 0.001 2391.97984002024 0.240967229847741 0.143006051212755
0.08 0.5 0.001 2470.50405545683 0.240939596135404 0.148801345642037
0.08 0.5 0.001 2551.60607372718 0.2492826266788 0.159698780891095
0.08 0.5 0.001 2635.37051926739 0.23579803312368 0.150824495930872
0.08 0.5 0.001 2721.88479457518 0.246783869749465 0.16330620138895
0.08 0.5 0.001 2811.23917140846 0.246483014006028 0.168726028608189
0.08 0.5 0.001 2903.52688497781 0.247827899136543 0.170757933600602
0.08 0.5 0.001 2998.84423123103 0.236158786353806 0.169283370847597
0.08 0.5 0.001 3097.29066733141 0.248802682428482 0.180860022316298
0.08 0.5 0.001 3198.96891543454 0.243953807908585 0.178118248052736
0.08 0.5 0.001 3303.98506987186 0.249560331700663 0.184813906210875
0.08 0.5 0.001 3412.44870785289 0.250977720164632 0.192341837481575
0.08 0.5 0.001 3524.47300380159 0.254173244170021 0.203477573214999
0.08 0.5 0.001 3640.17484744614 0.244324526569325 0.195306889891778
0.08 0.5 0.001 3759.67496578547 0.254736712094895 0.214420628935778
0.08 0.5 0.001 3883.0980490596 0.239895686169226 0.209047557843532
0.08 0.5 0.001 4010.5728808555 0.240444238415636 0.204662705495611
0.08 0.5 0.001 4142.2324724839 0.248466682895877 0.226739698120756
0.08 0.5 0.001 4278.21420176762 0.254286177949473 0.242442810522231
0.08 0.5 0.001 4418.65995638594 0.246827016550255 0.24480760679976
0.08 0.5 0.001 4563.71628192476 0.243178007218911 0.240127327137607
0.08 0.5 0.001 4713.53453478691 0.25409911539754 0.276120346742415
0.08 0.5 0.001 4868.27104012228 0.248785183865744 0.266001654741721
0.08 0.5 0.001 5028.08725494248 0.237831956631647 0.250044356490998
0.08 0.5 0.001 5193.14993659021 0.252318787478608 0.287846843700044
0.08 0.5 0.001 5363.63131673925 0.24236634059818 0.282129664481184
0.08 0.5 0.001 5539.7092811064 0.252838587753984 0.309501343015209
0.08 0.5 0.001 5721.56755506325 0.254950559847381 0.325029842151194
0.08 0.5 0.001 5909.39589534097 0.245431874752954 0.314184100252074
0.08 0.5 0.001 6103.39028802862 0.236507784123742 0.305289894756183
0.08 0.5 0.001 6303.75315307128 0.256369848538184 0.349579339216739
0.08 0.5 0.001 6510.69355548146 0.246723174699357 0.344954193351141
0.08 0.5 0.001 6724.42742348425 0.239157336853633 0.332716520663497
0.08 0.5 0.001 6945.1777738237 0.250014736157154 0.372932198011697
0.08 0.5 0.001 7173.17494446561 0.24776245148197 0.378249472774469
